Epoch,AverageLatency(us),delta_cache_hit_ratio,cache_composite_ln_epoch,predicted_average_latency_us,regression_slope,regression_intercept,r_squared
20,162.78149,0.9616542805322051,3.6477731535475675,142.15680339687157,14.612868654581211,88.85237342237346,0.939921429344473
21,168.2108,0.9465693125408697,4.003895947532849,147.36077901028096,14.612868654581211,88.85237342237346,0.939921429344473
22,172.82437,0.9456069576844935,4.119558181334912,149.05093604112596,14.612868654581211,88.85237342237346,0.939921429344473
23,177.2579,0.9492468397267299,4.143680661737399,149.4034346788702,14.612868654581211,88.85237342237346,0.939921429344473
24,180.07364,0.9158948513852136,4.9292867073956135,160.88339263831864,14.612868654581211,88.85237342237346,0.939921429344473
25,184.09612,0.890577003322514,5.6022317031155575,170.71704947253193,14.612868654581211,88.85237342237346,0.939921429344473
26,193.23507,0.8934091414985068,5.682175551991852,171.88525843590287,14.612868654581211,88.85237342237346,0.939921429344473
27,190.74297,0.8864168483924225,5.988230420983708,176.35759803757594,14.612868654581211,88.85237342237346,0.939921429344473
28,199.42926,0.8819807570910041,6.24347905811827,180.08751284628414,14.612868654581211,88.85237342237346,0.939921429344473
29,197.63752,0.8676746566483573,6.759152210314598,187.62297688802295,14.612868654581211,88.85237342237346,0.939921429344473
30,213.3883,0.8506336446119301,7.37416358644993,196.6100573485618,14.612868654581211,88.85237342237346,0.939921429344473
31,210.15475,0.8657395249300758,7.135013178194581,193.1153838440369,14.612868654581211,88.85237342237346,0.939921429344473
32,214.56833,0.8522710169789349,7.681073719133613,201.09489480622855,14.612868654581211,88.85237342237346,0.939921429344473
33,218.99144,0.866685574831767,7.429748696364886,197.42231525889952,14.612868654581211,88.85237342237346,0.939921429344473
34,223.05635,0.8702492359393103,7.480338530257212,198.16157785682515,14.612868654581211,88.85237342237346,0.939921429344473
35,227.98965,0.8639817405104229,7.832394888421181,203.30613117768544,14.612868654581211,88.85237342237346,0.939921429344473
36,237.13654,0.8581309833798866,8.182413228941872,208.42090321440878,14.612868654581211,88.85237342237346,0.939921429344473
37,245.03215,0.8489666101646656,8.653784163787812,215.30898477289963,14.612868654581211,88.85237342237346,0.939921429344473
38,248.70288,0.8418589453773094,9.071694523808594,221.41585397327208,14.612868654581211,88.85237342237346,0.939921429344473
39,247.92219,0.8208621091467778,9.993656683106888,234.88836591159213,14.612868654581211,88.85237342237346,0.939921429344473
40,248.21435,0.8253019530326761,10.032361296675301,235.4539513459937,14.612868654581211,88.85237342237346,0.939921429344473
41,259.20301,0.7988761893923871,11.212760536594876,252.70297039890593,14.612868654581211,88.85237342237346,0.939921429344473
42,260.96253,0.799957587537142,11.391758494292871,255.31864404418502,14.612868654581211,88.85237342237346,0.939921429344473
43,266.55638,0.8205773621523511,10.801529096911842,246.69369938418342,14.612868654581211,88.85237342237346,0.939921429344473
44,283.9645,0.8145917891834772,11.240531080430047,253.10877770843558,14.612868654581211,88.85237342237346,0.939921429344473
45,274.15849,0.7904114186023846,12.440315661572537,270.6410722064625,14.612868654581211,88.85237342237346,0.939921429344473
46,284.99903,0.7372642559452085,14.908564676983966,306.7092708754691,14.612868654581211,88.85237342237346,0.939921429344473
47,303.4826,0.7311717194140123,15.450048229481503,314.62189890673164,14.612868654581211,88.85237342237346,0.939921429344473
48,318.5169,0.7280576035934081,15.87169235854639,320.7833291837321,14.612868654581211,88.85237342237346,0.939921429344473
49,305.03741,0.7251418087261038,16.29017298262982,326.8985315779505,14.612868654581211,88.85237342237346,0.939921429344473
50,300.13812,0.76859897725337,14.576828018295227,301.86164665414094,14.612868654581211,88.85237342237346,0.939921429344473
51,313.6732,0.7531141545647052,15.552291654485051,316.11596864710305,14.612868654581211,88.85237342237346,0.939921429344473
52,314.1191,0.7088607343900277,17.940123335826172,351.0090393757887,14.612868654581211,88.85237342237346,0.939921429344473
53,306.69586,0.7108348938207779,18.147972658306088,354.04631422513137,14.612868654581211,88.85237342237346,0.939921429344473
54,341.12441,0.7205037668700773,17.96687462055003,351.3999523857997,14.612868654581211,88.85237342237346,0.939921429344473
55,338.30997,0.7112730155516515,18.730292103639673,362.55567179479965,14.612868654581211,88.85237342237346,0.939921429344473
56,330.04516,0.7034415306044911,19.43887384070061,372.9100836495061,14.612868654581211,88.85237342237346,0.939921429344473
57,357.08847,0.7583535245239846,16.839911280926373,334.931785125351,14.612868654581211,88.85237342237346,0.939921429344473
58,372.0004,0.7355334107069009,18.325653675527953,356.6427435922069,14.612868654581211,88.85237342237346,0.939921429344473
59,403.75146,0.7296313942298269,18.926847070661466,365.4279037112947,14.612868654581211,88.85237342237346,0.939921429344473
60,389.26254,0.7367295393818027,18.81265222048811,363.7591893646818,14.612868654581211,88.85237342237346,0.939921429344473
61,380.01455,0.7137486216808506,20.395464631925645,386.8886192378594,14.612868654581211,88.85237342237346,0.939921429344473
62,367.14898,0.7097476693145821,20.924868513229736,394.62472862058166,14.612868654581211,88.85237342237346,0.939921429344473
63,351.74794,0.7076207407587466,21.351661396351428,400.86139696434896,14.612868654581211,88.85237342237346,0.939921429344473
64,358.38194,0.6899580578403932,22.71213919319494,420.7418803170972,14.612868654581211,88.85237342237346,0.939921429344473
65,376.94148,0.6729095152431265,24.06986642341933,440.5821700011146,14.612868654581211,88.85237342237346,0.939921429344473
66,421.06841,0.6709417382600988,24.52885951015835,447.28937569099264,14.612868654581211,88.85237342237346,0.939921429344473
67,398.56517,0.675563903995835,24.577756993337292,448.0039081902262,14.612868654581211,88.85237342237346,0.939921429344473
68,398.79354,0.6798317383393635,24.639997051069496,448.9134139789204,14.612868654581211,88.85237342237346,0.939921429344473
69,425.92576,0.689453640516327,24.34691894830188,444.6307021576433,14.612868654581211,88.85237342237346,0.939921429344473
70,454.72286,0.7077888216446351,23.4618199260085,431.69686639857196,14.612868654581211,88.85237342237346,0.939921429344473
71,501.78209,0.6576848408656022,27.107876235135166,484.97620835104703,14.612868654581211,88.85237342237346,0.939921429344473
72,534.92186,0.661210457561077,27.220623416993018,486.62376811071,14.612868654581211,88.85237342237346,0.939921429344473
73,547.39065,0.6537059015286294,28.08416784535798,499.2426294198027,14.612868654581211,88.85237342237346,0.939921429344473
74,531.24091,0.6524567235001482,28.52641866943239,505.70518262438225,14.612868654581211,88.85237342237346,0.939921429344473
75,455.4293,0.6718575442656561,27.511421141432457,490.87315706299466,14.612868654581211,88.85237342237346,0.939921429344473
76,454.88498,0.6867989452510571,26.777623251191898,480.1502648739006,14.612868654581211,88.85237342237346,0.939921429344473
77,432.1639,0.6353102027327026,30.84077829277118,539.524615819698,14.612868654581211,88.85237342237346,0.939921429344473
78,492.63552,0.7145216484133342,25.3802741962631,459.7309866696229,14.612868654581211,88.85237342237346,0.939921429344473
79,520.86017,0.7029297173777852,26.539967071186584,476.6774263305334,14.612868654581211,88.85237342237346,0.939921429344473
80,524.1864,0.6325500738456266,32.16784536370634,558.9168726230934,14.612868654581211,88.85237342237346,0.939921429344473
81,569.96617,0.6358785996111236,32.28816960603439,560.6751549721952,14.612868654581211,88.85237342237346,0.939921429344473
82,539.6474,0.6395558993533457,32.374759544407446,561.9404823684489,14.612868654581211,88.85237342237346,0.939921429344473
83,598.2797,0.62410326247802,33.957242054020554,585.0650914295974,14.612868654581211,88.85237342237346,0.939921429344473
84,608.34401,0.6309948527032139,33.792254966271095,582.6541567866126,14.612868654581211,88.85237342237346,0.939921429344473
85,589.5482,0.6438138371249698,33.136064196826666,573.0653272603726,14.612868654581211,88.85237342237346,0.939921429344473
86,568.43275,0.6490955658148655,33.069078418519155,572.0864728802401,14.612868654581211,88.85237342237346,0.939921429344473
87,678.59197,0.6189213815066851,35.91788583139802,613.7157214268361,14.612868654581211,88.85237342237346,0.939921429344473
88,568.05341,0.6213596038650616,36.10239108928921,616.4118725264799,14.612868654581211,88.85237342237346,0.939921429344473
89,484.51202,0.6122310273290732,37.25952102366024,633.3208602737278,14.612868654581211,88.85237342237346,0.939921429344473
90,488.47014,0.6125996440073476,37.62261384148386,638.6266879300063,14.612868654581211,88.85237342237346,0.939921429344473
91,538.2308,0.6096483300718479,38.272039928798556,648.1166660447944,14.612868654581211,88.85237342237346,0.939921429344473
92,591.04825,0.6181278280436779,37.927283171985664,643.0787808397082,14.612868654581211,88.85237342237346,0.939921429344473
93,595.00856,0.6240178969908591,37.79475878346943,641.1422193567919,14.612868654581211,88.85237342237346,0.939921429344473
94,777.3592,0.6008173289214351,40.252861316971256,677.0621488183473,14.612868654581211,88.85237342237346,0.939921429344473
95,857.84701,0.6121590019788279,39.63259154510798,667.9982281117022,14.612868654581211,88.85237342237346,0.939921429344473
96,721.90078,0.6794199560080436,33.87679347068028,583.8895068477988,14.612868654581211,88.85237342237346,0.939921429344473
97,831.95234,0.603204546890285,41.248645414584495,691.6134110450903,14.612868654581211,88.85237342237346,0.939921429344473
98,716.97194,0.5985558171925609,42.08588887112601,703.847939707439,14.612868654581211,88.85237342237346,0.939921429344473
99,753.78855,0.592067283505404,43.10595906001595,718.7540913961415,14.612868654581211,88.85237342237346,0.939921429344473
100,715.50714,0.594121966972475,43.32383607189474,721.9378995535789,14.612868654581211,88.85237342237346,0.939921429344473
