Epoch,p95_us,p99_us,avg_us,runtime_ms,throughput_ops_sec,Operations,value_mean_bytes,value_p50_bytes,value_p90_bytes,value_p95_bytes,value_p99_bytes,value_max_bytes,value_pct_gt_128k,value_pct_gt_256k,sample_n,sample_latency_p50_us,sample_latency_p95_us,sample_latency_p99_us,sample_key_p50_bytes,sample_key_p95_bytes,sample_key_p99_bytes,sample_key_max_bytes,sample_pct_gt_128k,sample_pct_gt_256k,sample_key_latency_spearman,sample_key_latency_pearson,sample_query_execute_us_mean,sample_query_execute_us_p95,sample_resultset_next_us_mean,sample_resultset_next_us_p95,sample_json_fetch_us_mean,sample_json_fetch_us_p95,sample_json_parse_us_mean,sample_json_parse_us_p95,sample_value_join_us_mean,sample_value_join_us_p95,slow_n,slow_rate_pct,slow_latency_p50_us,slow_latency_p95_us,slow_latency_p99_us,slow_key_p50_bytes,slow_key_p95_bytes,slow_key_p99_bytes,slow_pct_gt_128k,slow_pct_gt_256k,slow_key_latency_spearman,slow_key_latency_pearson,slow_query_execute_us_mean,slow_query_execute_us_p50,slow_query_execute_us_p95,slow_query_execute_us_share_mean,slow_resultset_next_us_mean,slow_resultset_next_us_p50,slow_resultset_next_us_p95,slow_resultset_next_us_share_mean,slow_json_fetch_us_mean,slow_json_fetch_us_p50,slow_json_fetch_us_p95,slow_json_fetch_us_share_mean,slow_json_parse_us_mean,slow_json_parse_us_p50,slow_json_parse_us_p95,slow_json_parse_us_share_mean,slow_value_join_us_mean,slow_value_join_us_p50,slow_value_join_us_p95,slow_value_join_us_share_mean,duration_avg-run_s,duration_clean-run_s,duration_extend_s,duration_load_s,duration_reference_s,duration_run_s,duration_vacuum_s,pg_run_samples,run_wait_io_mean,run_wait_io_max,run_wait_lwlock_mean,run_wait_client_mean,run_active_backends_mean,run_toast_total_bytes,run_delta_blks_read,run_delta_blks_hit,run_delta_tup_returned,run_delta_tup_fetched,run_delta_temp_bytes,run_delta_checkpoints_timed_x,run_delta_checkpoints_req_x,run_delta_buffers_checkpoint_x,run_delta_buffers_clean_x,run_delta_buffers_backend_x,run_delta_buffers_alloc_x,run_delta_checkpoint_write_time_x,run_delta_checkpoint_sync_time_x,run_delta_wal_bytes_x,run_delta_wal_records_x,run_delta_wal_buffers_full,os_run_samples,run_os_postgres_cpu_pct_mean,run_os_postgres_cpu_pct_max,run_os_postgres_rss_kb_mean,run_os_postgres_rss_kb_max,run_os_mem_available_kb_mean,run_os_mem_available_kb_max,run_os_mem_dirty_kb_mean,run_os_mem_dirty_kb_max,run_os_mem_writeback_kb_mean,run_os_mem_writeback_kb_max,run_os_disk_reads_s_mean,run_os_disk_reads_s_max,run_os_disk_writes_s_mean,run_os_disk_writes_s_max,run_os_disk_read_kb_s_mean,run_os_disk_read_kb_s_max,run_os_disk_write_kb_s_mean,run_os_disk_write_kb_s_max,run_os_disk_await_ms_mean,run_os_disk_await_ms_max,run_os_disk_aqu_sz_mean,run_os_disk_aqu_sz_max,run_os_disk_util_pct_mean,run_os_disk_util_pct_max,avg-run_delta_checkpoints_timed,clean-run_delta_checkpoints_timed,extend_delta_checkpoints_timed,load_delta_checkpoints_timed,reference_delta_checkpoints_timed,run_delta_checkpoints_timed_y,vacuum_delta_checkpoints_timed,avg-run_delta_checkpoints_req,clean-run_delta_checkpoints_req,extend_delta_checkpoints_req,load_delta_checkpoints_req,reference_delta_checkpoints_req,run_delta_checkpoints_req_y,vacuum_delta_checkpoints_req,avg-run_delta_checkpoint_write_time,clean-run_delta_checkpoint_write_time,extend_delta_checkpoint_write_time,load_delta_checkpoint_write_time,reference_delta_checkpoint_write_time,run_delta_checkpoint_write_time_y,vacuum_delta_checkpoint_write_time,avg-run_delta_checkpoint_sync_time,clean-run_delta_checkpoint_sync_time,extend_delta_checkpoint_sync_time,load_delta_checkpoint_sync_time,reference_delta_checkpoint_sync_time,run_delta_checkpoint_sync_time_y,vacuum_delta_checkpoint_sync_time,avg-run_delta_buffers_checkpoint,clean-run_delta_buffers_checkpoint,extend_delta_buffers_checkpoint,load_delta_buffers_checkpoint,reference_delta_buffers_checkpoint,run_delta_buffers_checkpoint_y,vacuum_delta_buffers_checkpoint,avg-run_delta_buffers_clean,clean-run_delta_buffers_clean,extend_delta_buffers_clean,load_delta_buffers_clean,reference_delta_buffers_clean,run_delta_buffers_clean_y,vacuum_delta_buffers_clean,avg-run_delta_buffers_backend,clean-run_delta_buffers_backend,extend_delta_buffers_backend,load_delta_buffers_backend,reference_delta_buffers_backend,run_delta_buffers_backend_y,vacuum_delta_buffers_backend,avg-run_delta_buffers_alloc,clean-run_delta_buffers_alloc,extend_delta_buffers_alloc,load_delta_buffers_alloc,reference_delta_buffers_alloc,run_delta_buffers_alloc_y,vacuum_delta_buffers_alloc,avg-run_delta_wal_bytes,clean-run_delta_wal_bytes,extend_delta_wal_bytes,load_delta_wal_bytes,reference_delta_wal_bytes,run_delta_wal_bytes_y,vacuum_delta_wal_bytes,avg-run_delta_wal_records,clean-run_delta_wal_records,extend_delta_wal_records,load_delta_wal_records,reference_delta_wal_records,run_delta_wal_records_y,vacuum_delta_wal_records,vacuum_progress_samples,vacuum_toast_samples,vacuum_heap_blks_total_max,vacuum_heap_blks_scanned_max,vacuum_heap_blks_vacuumed_max,vacuum_index_vacuum_count_max,vacuum_dead_tuples_max,vacuum_phase_share_scanning_heap,vacuum_phase_share_vacuuming_heap,vacuum_phase_share_initializing,vacuum_phase_share_vacuuming_indexes,vacuum_phase_share_truncating_heap,vacuum_phase_share_cleaning_up_indexes,is_peak
11,279,599,185.52381,19151,5221.659443371103,100000,12000.0,8500.0,13310.000000000036,17500.0,37900.0,4197400,0.42,0.22,1000,144.0,289.14999999999986,672.2499999999998,9093.5,18319.0,41583.51999999999,488284,0.7000000000000001,0.3,0.7437879659887139,0.9690443070515113,117.496,187.04999999999995,0.003,0.0,1.213,2.0,49.104,87.0,4.547,8.0,655,0.655,1697.0,15083.299999999954,41826.16000000001,189327.0,1836171.0,4475370.0,79.23664122137404,37.25190839694656,0.8632183214261201,0.9825052402233143,2048.5419847328244,908.0,8308.299999999992,0.5171395117950489,0.09465648854961832,0.0,1.0,2.389534148755438e-05,76.6030534351145,26.0,307.0,0.019337883211903887,1609.812213740458,730.0,6529.499999999999,0.40638537481770165,204.55725190839695,71.0,896.3999999999933,0.051638989180806026,17.703,17.513,194.423,,5.46,19.47,1.897,14,0.0,0,0.0,0.42857142857142855,0.5,1977892864,0,3102149,966943,962083,0,0,0,178,0,0,0,0,0,0,0,0,14,50.04615384615385,54.1,1464175.6923076923,1523276.0,12989362.285714285,13160312,1238.0,1704,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,150401.0,,0.0,0.0,0.0,0.0,0.0,193.0,,0.0,0.0,0.0,0.0,0.0,799648.0,,54.0,194.0,9656.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,52353.0,,0.0,0.0,1.0,0.0,588.0,23487.0,,0.0,0.0,1.0,0.0,0.0,4439485664.0,,0.0,0.0,96751525.0,0.0,0.0,5990802.0,,0.0,0.0,476898.0,3.0,2.0,224778.0,34855.0,0.0,0.0,122397.0,1.0,,,,,,False
12,287,597,189.23245,19525,5121.638924455826,100000,13000.0,9200.0,14400.0,19000.0,40902.000000000044,4572600,0.49,0.22999999999999998,1000,149.0,266.0999999999999,406.0899999999999,9799.0,19825.099999999988,40141.34,419079,0.3,0.1,0.7541391589370284,0.9016107230913876,114.449,174.0,0.002,0.0,1.603,2.0,47.29,83.0,4.382,9.0,614,0.614,1828.5,11671.050000000001,27784.030000000013,204401.0,1260708.9000000071,2501746.0,79.47882736156352,38.762214983713356,0.8951887457278808,0.9740927940531798,1902.0162866449512,985.5,5654.0,0.5093894635097005,0.10423452768729642,0.0,1.0,2.7915623283897963e-05,68.1970684039088,27.0,243.05000000000007,0.018264232715104054,1548.672638436482,808.0,5192.450000000001,0.414758553848583,194.86807817589576,76.0,698.35,0.05218869391086105,16.426,18.352,200.837,,5.37,19.839,1.383,15,0.0,0,0.0,0.26666666666666666,0.4666666666666667,2210775040,0,3309955,1025538,1019455,0,0,0,191,0,1,0,0,0,37275,390,0,15,50.57857142857142,54.8,1600030.5714285714,1661536.0,12744152.533333333,12908240,12306.133333333333,12624,3.2,48,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,167421.0,,0.0,0.0,0.0,0.0,0.0,184.0,,0.0,0.0,0.0,0.0,0.0,820037.0,,53.0,198.0,17721.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,61178.0,,0.0,1.0,1.0,0.0,469.0,28425.0,,0.0,0.0,1.0,0.0,1868268.0,4712111459.0,,0.0,37325.0,134428538.0,0.0,18748.0,6091867.0,,0.0,391.0,775219.0,1.0,0.0,5801.0,49.0,0.0,0.0,91.0,1.0,,,,,,False
13,303,637,201.0615,20707,4829.284782923649,100000,14000.0,9800.0,15500.0,20500.0,44104.00000000009,4964100,0.52,0.22999999999999998,1000,154.0,278.0,639.7699999999984,10323.0,19799.149999999994,52129.749999999956,1019541,0.7000000000000001,0.2,0.751357069815067,0.9802361234273779,125.701,184.0,0.002,0.0,1.498,2.0,57.501,86.04999999999995,4.685,8.0,625,0.625,1964.0,13397.199999999986,25727.8,224186.0,1584149.0,2705121.0,87.52,39.36,0.9063985834128568,0.9558534477424357,2146.264,1016.0,6959.399999999998,0.5159721084306299,0.1136,0.0,1.0,2.7309982144656743e-05,73.8448,31.0,272.79999999999995,0.017752642336934406,1717.4864,842.0,5351.599999999999,0.4128919270923485,204.9184,81.0,796.8,0.04926336131260236,17.159,19.471,206.19,,5.545,21.029,1.296,16,0.0,0,0.0,0.1875,0.625,2461024256,0,3542686,1123256,1116826,0,0,0,205,0,1,0,0,0,37714,397,0,16,51.086666666666666,55.0,1709128.8,1783208.0,12481904.5,12651208,989.75,1244,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,172029.0,,0.0,0.0,0.0,0.0,0.0,248.0,,0.0,0.0,0.0,0.0,0.0,1007010.0,,55.0,210.0,17598.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,64839.0,,0.0,1.0,1.0,0.0,257.0,30836.0,,0.0,0.0,1.0,0.0,1970002.0,5313849191.0,,0.0,37714.0,132566270.0,0.0,20144.0,6753745.0,,0.0,397.0,797847.0,1.0,0.0,5801.0,13.0,0.0,0.0,23.0,1.0,,,,,,False
14,310,667,210.61569,21670,4614.674665436087,100000,15000.0,10500.0,16500.0,22000.0,48101.00000000002,5342300,0.54,0.24,1000,164.0,288.04999999999995,562.2199999999998,11293.0,21824.399999999994,46248.63999999999,506519,0.5,0.3,0.7600813446070452,0.9661742193229061,128.125,191.0,0.001,0.0,1.385,2.0,56.193,93.0,5.353,9.0,639,0.639,1990.0,19517.10000000001,51905.8,232997.0,2347156.0,5695600.0,81.84663536776213,39.593114241001565,0.9058413456239551,0.9844219342420562,2398.7840375586857,1041.0,9925.500000000004,0.5242137424838631,0.1111111111111111,0.0,1.0,2.428145696949633e-05,87.03286384976526,31.0,382.10000000000025,0.019019562646500975,1840.2801251956182,867.0,7924.9000000000015,0.4021621440458106,227.5133020344288,80.0,1161.7000000000003,0.049719190080033046,19.952,20.273,206.136,,5.548,21.997,1.48,16,0.0,0,0.0,0.3125,0.5,2928345088,0,3454806,1116799,1111245,0,0,0,0,0,0,0,0,0,0,0,0,16,50.86666666666667,54.6,1833267.4666666666,1916460.0,12004975.0,12154724,1040.25,1172,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,163601.0,,0.0,0.0,0.0,0.0,0.0,249.0,,0.0,0.0,0.0,0.0,0.0,1002453.0,,0.0,0.0,8852.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,95750.0,,0.0,0.0,0.0,2.0,321.0,57335.0,,0.0,0.0,2.0,50.0,0.0,5528791399.0,,0.0,0.0,126428968.0,1.0,0.0,7084456.0,,0.0,0.0,936612.0,2.0,1.0,335565.0,335565.0,265057.0,1.0,1138052.0,0.5,0.5,,,,,False
15,334,695,221.6452,22768,4392.129304286718,100000,16000.0,11200.0,17700.0,23400.0,51110.00000000022,5720300,0.54,0.26,1000,167.5,320.0999999999999,574.2399999999998,11789.5,24465.849999999995,52364.04,958731,0.4,0.3,0.7770153580202221,0.9790328109389566,136.31,206.0999999999999,0.0,0.0,1.691,2.0,63.078,105.09999999999991,5.84,10.0,664,0.664,2091.0,19519.550000000007,49200.890000000036,248107.0,1826380.0,4223420.460000014,81.02409638554217,39.60843373493976,0.8968378947269031,0.9771896427062507,2458.8388554216867,1094.5,9468.5,0.5195948947805928,0.14156626506024098,0.0,1.0,2.9915384018056162e-05,87.96536144578313,33.0,348.85,0.01858859218202811,1915.683734939759,881.5,8137.750000000027,0.4048168860249328,248.7725903614458,85.5,1129.3500000000008,0.05256992243641071,18.818,20.865,211.749,,5.594,23.088,2.748,17,0.0,0,0.0,0.47058823529411764,0.6470588235294118,3120455680,0,3484806,1160368,1154467,0,0,0,218,0,0,0,0,0,50,1,0,17,51.05,54.5,1969179.5,2061580.0,11804208.470588235,11960736,26292.941176470587,26968,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,0.0,175435.0,,0.0,0.0,0.0,0.0,0.0,442.0,,0.0,0.0,0.0,0.0,0.0,1017271.0,,55.0,230.0,24121.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,63917.0,,0.0,0.0,101.0,0.0,155.0,23485.0,,0.0,0.0,1.0,0.0,2163124.0,5889943567.0,,0.0,50.0,185393644.0,0.0,22883.0,7420944.0,,0.0,1.0,1107087.0,5.0,4.0,357499.0,357499.0,215028.0,1.0,1344779.0,0.8,0.2,,,,,False
16,346,715,233.92672,24014,4164.237528108603,100000,17000.0,11900.0,18800.0,24904.999999999927,54701.00000000002,6104600,0.5499999999999999,0.27,1000,173.0,319.14999999999986,556.5599999999995,12378.0,24437.19999999999,43185.649999999994,556295,0.5,0.5,0.7635141583645261,0.9637454903662733,135.018,205.0,0.001,0.0,2.543,2.0,65.082,107.04999999999995,5.31,11.0,685,0.685,2147.0,24771.999999999967,62625.47999999999,254560.0,2686048.0,6508258.0,78.1021897810219,46.715328467153284,0.9068404302296086,0.9879355393633453,2810.8671532846715,1104.0,13239.599999999988,0.5312122115872464,0.1781021897810219,0.0,1.0,3.3658672915776346e-05,97.5912408759124,35.0,451.1999999999996,0.018443297413275807,2097.4846715328467,927.0,9108.199999999997,0.3963935007861507,268.94306569343064,93.0,1341.5999999999954,0.050826251447391904,19.465,22.013,213.746,,5.542,24.334,4.519,18,0.0,0,0.0,0.4444444444444444,0.5,3988283392,0,3522555,1204649,1197525,0,0,0,35753,0,1,0,0,0,26418,427,0,18,50.817647058823525,54.5,2157324.470588235,2291272.0,10911310.222222222,11055408,972.0,1384,325.55555555555554,5860,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,179409.0,,0.0,0.0,0.0,0.0,0.0,2878.0,,0.0,0.0,0.0,0.0,0.0,1113015.0,,54.0,35762.0,22389.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,152279.0,,0.0,1.0,4.0,0.0,156.0,105784.0,,0.0,0.0,4.0,0.0,2255990.0,6253599803.0,,0.0,26418.0,291671987.0,0.0,24258.0,7657338.0,,0.0,427.0,1440809.0,6.0,5.0,460643.0,460643.0,169931.0,1.0,1761386.0,0.6666666666666666,0.3333333333333333,,,,,False
17,371,783,245.97861,25246,3961.023528479759,100000,18000.0,12500.0,19900.0,26300.0,58405.00000000011,6485000,0.5599999999999999,0.33999999999999997,1000,185.0,375.04999999999995,1078.1699999999962,13196.0,31242.94999999998,123308.11999999944,1005521,1.0,0.7000000000000001,0.7707644668193344,0.9731566050021856,151.966,236.04999999999995,0.002,0.0,1.914,3.0,80.35,139.0999999999999,6.619,13.0,735,0.735,2252.0,23209.399999999874,63936.81999999999,266430.0,2059651.0,6913809.0,81.08843537414965,50.61224489795918,0.9134666563483376,0.9834836309176151,2688.005442176871,1126.0,12661.199999999968,0.5230172332092823,0.10612244897959183,0.0,1.0,2.0648719223481088e-05,91.19727891156462,35.0,438.7999999999993,0.017744662173717146,2093.344217687075,999.0,10073.8,0.40731134085899734,247.50340136054422,100.0,1194.7999999999993,0.048157843045379005,20.172,23.892,231.683,,5.554,25.572,3.803,19,0.0,0,0.0,0.21052631578947367,0.5789473684210527,3988283392,0,3711511,1301101,1293630,0,0,1,97013,0,102,0,0,0,38570,417,0,19,50.27777777777777,53.9,2192872.0,2313208.0,10905791.157894736,11079464,2010.1052631578948,2220,769.4736842105264,5716,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,1.0,0.0,0.0,0.0,188665.0,,0.0,0.0,17096.0,0.0,0.0,72.0,,0.0,0.0,3.0,0.0,0.0,1203688.0,,54.0,97021.0,12335.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,47848.0,,0.0,102.0,1.0,0.0,158.0,305.0,,0.0,0.0,1.0,50.0,2349353.0,6563323451.0,,50.0,38570.0,297294645.0,1.0,25636.0,8236766.0,,1.0,417.0,1315132.0,6.0,5.0,460643.0,460643.0,348512.0,1.0,1592513.0,0.6666666666666666,0.3333333333333333,,,,,False
18,376,745,252.55627,25870,3865.4812524159256,100000,19000.0,13200.0,21000.0,27900.0,61112.00000000026,6863400,0.5700000000000001,0.38999999999999996,1000,186.5,330.14999999999986,659.1999999999998,13741.5,26860.699999999993,46136.829999999965,3022402,0.3,0.1,0.7693347833257541,0.9984990461752303,153.638,210.04999999999995,0.002,0.0,1.819,2.0,74.441,119.0,6.539,11.0,653,0.653,2448.0,26953.6,69010.6,294754.0,3022402.0,7317165.0,84.68606431852986,58.192955589586525,0.9400146516410617,0.9462043091902269,3312.3476263399693,1209.0,14700.8,0.5333582714852371,0.06431852986217458,0.0,0.0,1.0356648450472782e-05,120.08269525267994,40.0,498.19999999999993,0.019335862657032684,2438.5758039816233,1049.0,10162.599999999999,0.3926624625249608,322.2419601837672,125.0,1371.0,0.05188779508434011,23.033,24.04,239.724,,5.742,26.198,3.735,19,0.0,0,0.0,0.42105263157894735,0.5789473684210527,4022689792,0,3652045,1318500,1311029,0,0,0,0,0,0,0,0,0,26879,434,0,19,50.6,54.2,2271392.6666666665,2394788.0,10898467.789473685,11059704,1095.3684210526317,1268,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,199396.0,,0.0,0.0,0.0,0.0,0.0,99.0,,0.0,0.0,0.0,0.0,0.0,1341783.0,,0.0,0.0,20028.0,0.0,0.0,0.0,,2400.0,0.0,0.0,0.0,0.0,53364.0,,0.0,0.0,1.0,2.0,710.0,4430.0,,1359.0,0.0,6.0,1514382.0,50.0,7016875442.0,,0.0,26879.0,243740428.0,25328.0,1.0,8754257.0,,0.0,434.0,1397810.0,6.0,5.0,463944.0,463944.0,372936.0,1.0,1695474.0,0.6666666666666666,0.3333333333333333,,,,,False
19,391,828,262.80438,26912,3715.8145065398335,100000,20000.0,13900.0,22000.0,29600.0,64515.00000000033,7242700,0.5700000000000001,0.38999999999999996,1000,199.0,374.14999999999986,715.0899999999999,14930.0,32035.35,61692.58999999994,604157,0.6,0.3,0.7643232216652043,0.964860862541693,149.984,238.04999999999995,0.0,0.0,1.573,3.0,75.223,135.04999999999995,6.344,12.0,774,0.774,2481.0,19861.249999999996,72139.56999999998,298474.0,1981205.9499999543,7721765.0,80.62015503875969,55.94315245478037,0.9317005779285494,0.9724951997193861,2887.516795865633,1238.0,10166.049999999977,0.5287041067373203,0.10335917312661498,0.0,1.0,1.8925056775170325e-05,100.84496124031008,41.0,371.6999999999998,0.01846470476911431,2170.0813953488373,1056.0,7843.249999999996,0.3973417392127177,286.0581395348837,128.0,1164.2499999999968,0.05237722369417108,25.476,25.218,251.008,,5.502,27.244,4.364,20,0.0,0,0.0,0.4,0.5,4318060544,2,3711645,1369281,1362339,0,0,0,33074,12700,5751,68,0,0,50,1,0,20,51.152631578947364,54.4,2386478.947368421,2523916.0,10890227.0,11071788,144212.2,263504,297.8,5172,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,214640.0,,0.0,0.0,0.0,0.0,0.0,142.0,,0.0,0.0,0.0,0.0,0.0,1376122.0,,54.0,33084.0,23244.0,0.0,0.0,19.0,,2700.0,13500.0,18.0,0.0,0.0,86829.0,,0.0,5751.0,3852.0,3.0,490.0,289523.0,,1559.0,101.0,242.0,2014226.0,67147.0,7387446548.0,,0.0,50.0,305237209.0,33661.0,436.0,9131585.0,,0.0,1.0,1554013.0,6.0,5.0,498545.0,498545.0,212629.0,1.0,1900717.0,0.6666666666666666,0.16666666666666666,,0.16666666666666666,,,False
20,411,861,271.92387,27816,3595.053206787461,100000,21000.0,14500.0,23200.0,30900.0,68207.00000000015,7622400,0.58,0.4,1000,204.5,412.2499999999998,1143.06,15453.0,36622.89999999996,103322.25999999967,1906037,1.0,0.7000000000000001,0.7604831220880722,0.9935009343407126,172.002,260.04999999999995,0.002,0.0,2.263,3.0499999999999545,91.38,152.14999999999986,7.981,13.049999999999955,811,0.8109999999999999,2646.0,16275.5,72742.49999999996,310788.0,1906037.0,8126569.0,74.72256473489519,52.8976572133169,0.9103090812610786,0.9850752264787368,2783.004932182491,1319.0,8727.0,0.5259905420295204,0.1442663378545006,0.0,1.0,2.726647314462137e-05,105.5154130702836,44.0,351.0,0.01994251202055286,2114.1553637484585,1123.0,6616.0,0.39957734636158043,268.66831072749693,134.0,1142.5,0.050778562679329495,23.82,25.643,241.001,,5.773,28.152,9.336,21,0.0,0,0.0,0.38095238095238093,0.42857142857142855,4728750080,15,3752379,1430529,1423240,0,0,0,272,13600,0,15,0,0,50,1,0,21,50.675,53.9,2388646.2,2504076.0,10898652.57142857,11076520,236419.80952380953,306676,26.476190476190474,216,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,0.0,0.0,205842.0,,0.0,0.0,0.0,0.0,0.0,2832.0,,0.0,0.0,0.0,0.0,0.0,1467319.0,,57.0,280.0,40528.0,0.0,9.0,2185.0,,2800.0,14000.0,3415.0,0.0,0.0,157189.0,,0.0,0.0,74504.0,16.0,162.0,507741.0,,1666.0,15.0,898.0,50.0,2622986.0,7802077379.0,,0.0,50.0,325375018.0,1.0,29795.0,9555606.0,,0.0,1.0,1701980.0,11.0,10.0,547672.0,547672.0,369193.0,1.0,2097578.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,,,,False
21,427,915,284.23595,29041,3443.407596157157,100000,22000.0,15200.0,24300.0,32500.0,72102.00000000004,8012100,0.59,0.41000000000000003,1000,210.0,398.0999999999999,751.3799999999997,15848.5,31952.54999999999,62585.68999999999,4366725,0.5,0.5,0.7550404322190697,0.9988216360687974,174.784,254.0999999999999,0.002,0.0,2.418,3.0,93.148,138.24999999999977,9.151,13.0,870,0.8699999999999999,2491.5,21002.449999999917,77248.48999999987,262522.0,1999874.0,8541973.0,68.96551724137932,50.3448275862069,0.8984663694233971,0.9852600109125651,2912.655172413793,1296.5,10316.999999999985,0.521293650713649,0.14597701149425288,0.0,1.0,2.6126295334522524e-05,104.36091954022989,42.0,405.7499999999998,0.018678038256713686,2270.289655172414,1061.5,8443.2,0.4063260195478176,279.5919540229885,112.0,1088.5999999999985,0.0500400843200467,24.69,26.647,260.388,,5.594,29.378,7.268,22,0.0,0,0.0,0.5,0.5909090909090909,4946780160,0,3928588,1554464,1546828,0,0,0,285,0,0,0,0,0,50,1,0,22,50.042857142857144,53.5,2591148.380952381,2721056.0,10882090.0,11055204,396090.54545454547,644668,191.27272727272728,2324,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,225030.0,,0.0,0.0,0.0,0.0,0.0,6646.0,,0.0,0.0,0.0,0.0,0.0,1382154.0,,55.0,293.0,29691.0,0.0,285.0,5333.0,,183.0,0.0,1305.0,0.0,0.0,261452.0,,0.0,0.0,160053.0,7.0,59.0,542460.0,,1665.0,0.0,1162.0,2014235.0,50.0,8309696007.0,,0.0,50.0,228197445.0,33661.0,1.0,10293253.0,,0.0,1.0,1708160.0,9.0,8.0,573484.0,573484.0,253578.0,1.0,2119604.0,0.7777777777777778,0.2222222222222222,,,,,False
22,432,889,287.17422,29337,3408.6648259876606,100000,23000.0,15800.0,25400.0,34000.0,76300.0,8401800,0.59,0.41000000000000003,1000,217.0,397.04999999999995,820.1699999999998,16935.0,34660.0,62321.59999999997,778598,0.5,0.2,0.7421772262356442,0.9526581998635844,160.135,252.04999999999995,0.002,0.0,2.226,3.0,81.025,138.0,8.076,13.0,842,0.8420000000000001,2692.0,16453.449999999993,80721.97000000002,275929.0,2092580.0,8957397.0,73.27790973871734,56.41330166270784,0.9059987143832928,0.9831674604992992,2830.7731591448933,1404.0,8261.649999999981,0.521039880188706,0.14251781472684086,0.0,1.0,2.623222029293958e-05,110.99287410926365,46.0,434.44999999999925,0.020429653164141342,2176.9833729216152,1115.0,6982.95,0.40070153701136757,295.59738717339667,129.5,1109.1999999999948,0.05440846671142175,24.438,28.415,269.427,,5.615,29.674,8.799,22,0.0,0,0.0,0.5909090909090909,0.2727272727272727,5092573184,0,3911574,1574818,1567182,0,0,0,285,0,0,0,0,0,50,1,0,22,50.98095238095239,54.2,2700192.1904761903,2828232.0,10864288.727272727,11060560,64088.545454545456,451860,254.1818181818182,3100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,234936.0,,0.0,0.0,0.0,0.0,0.0,5463.0,,0.0,0.0,0.0,0.0,0.0,1567171.0,,55.0,9224.0,36623.0,0.0,645.0,30.0,,617.0,0.0,59.0,0.0,0.0,208081.0,,0.0,786.0,167579.0,4.0,938.0,520735.0,,1665.0,0.0,314.0,2037371.0,2793979.0,8808564653.0,,0.0,50.0,280687680.0,34093.0,32516.0,10759070.0,,0.0,1.0,1700995.0,11.0,10.0,589821.0,589821.0,570419.0,1.0,2106911.0,0.6363636363636364,0.36363636363636365,,,,,False
